ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
2537,2029-12-11,34.9,87.1,19.8,0.6,4912.0,10.6,10.1,0.33,46.6,112.7,Spring,Urban,128.3,79.6,10.0,14.4,3.8,128.3,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2538,2029-12-12,34.6,65.2,18.6,2.1,2843.0,34.1,19.0,1.04,58.9,136.5,Winter,Rural,152.8,91.3,32.2,27.1,11.8,152.8,Unhealthy,Germany,48.8,11.5
2539,2029-12-13,23.8,62.1,4.9,0.0,1346.0,24.1,18.3,1.06,56.3,113.9,Fall,Urban,151.4,80.2,22.7,26.1,12.0,151.4,Unhealthy,Poland,52.2298,21.0118
2540,2029-12-14,30.3,66.2,21.6,5.2,2924.0,40.6,10.2,0.67,53.8,95.7,Spring,Urban,146.1,71.1,38.3,14.6,7.6,146.1,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
2541,2029-12-15,26.5,67.1,15.5,4.8,1298.0,39.5,25.7,0.46,55.1,111.6,Fall,Rural,149.3,79.0,37.3,36.7,5.2,149.3,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
2542,2029-12-16,23.7,58.6,17.0,0.9,970.0,40.6,9.6,1.14,52.4,134.2,Fall,Rural,142.6,90.2,38.3,13.7,13.0,142.6,Unhealthy for Sensitive Groups,Austria,47.5,11.5
2543,2029-12-17,28.9,53.7,10.7,5.6,4409.0,39.6,20.0,0.63,59.5,82.6,Winter,Urban,153.1,64.7,37.4,28.6,7.2,153.1,Unhealthy,Czech Republic,50.088,14.4208
2544,2029-12-18,28.5,66.0,15.04141700404858,2.0,2764.911133603239,36.3,22.6,1.62,58.3,91.4,Summer,Rural,152.4,69.0,34.2,32.3,18.4,152.4,Unhealthy,North Macedonia,41.8,21.2
2545,2029-12-19,42.1,63.9,9.1,7.2,3494.0,25.4,15.5,1.08,64.1,129.0,Spring,Rural,155.4,87.6,24.0,22.1,12.3,155.4,Unhealthy,Serbia,44.5,20.2
2546,2029-12-20,32.2,51.9,19.2,2.3,3629.0,39.3,11.2,1.41,57.0,94.2,Spring,Urban,151.8,70.4,37.1,16.0,16.0,151.8,Unhealthy,Denmark,55.6759,12.5655
2547,2029-12-21,23.1,74.2,19.1,3.2,1813.0,50.2,11.3,1.01,53.5,115.3,Summer,Rural,145.3,80.8,47.4,16.1,11.5,145.3,Unhealthy for Sensitive Groups,Hungary,47.2,18.8
2548,2029-12-22,27.2,62.9,10.1,4.8,3378.0,58.1,13.7,1.23,71.7,125.8,Spring,Urban,159.4,86.0,55.4,19.6,14.0,159.4,Unhealthy,Belgium,50.8505,4.3488
2549,2029-12-23,35.1,67.3,24.9,4.6,4015.0,37.6,20.4,1.02,69.0,74.9,Winter,Urban,158.0,60.8,35.5,29.1,11.6,158.0,Unhealthy,Bulgaria,42.6975,23.3242
2550,2029-12-24,40.4,73.9,16.2,3.0,1547.0,38.7,9.0,1.3,59.5,91.8,Summer,Urban,153.1,69.2,36.5,12.9,14.8,153.1,Unhealthy,Netherlands,52.374,4.8897
2551,2029-12-25,22.1,60.2,18.3,1.7,1587.0,45.0,5.8,0.39,77.9,124.1,Spring,Urban,162.6,85.2,42.5,8.3,4.4,162.6,Unhealthy,Bulgaria,42.6975,23.3242
2552,2029-12-26,20.6,63.2,7.4,3.0,4181.0,54.9,16.8,1.27,61.2,97.5,Spring,Urban,153.9,72.0,52.0,24.0,14.4,153.9,Unhealthy,Portugal,38.7167,-9.1399
2553,2029-12-27,39.4,68.1,25.6,0.4,782.0,35.1,17.9,1.2,57.6,59.6,Winter,Urban,152.1,53.3,33.1,25.6,13.6,152.1,Unhealthy,Sweden,59.3293,18.0686
2554,2029-12-28,31.9,52.8,15.04141700404858,2.3,4148.0,46.9,24.8,0.95,59.0,89.8,Spring,Urban,152.8,68.2,44.2,35.4,10.8,152.8,Unhealthy,United Kingdom,51.5074,-0.1278
2555,2029-12-29,25.7,60.5,20.1,0.2,1898.0,31.8,8.1,0.88,62.5,115.9,Winter,Urban,154.6,81.1,30.0,11.6,10.0,154.6,Unhealthy,Denmark,55.6759,12.5655
2556,2029-12-30,32.7,61.3,10.0,1.6,3233.0,43.3,14.3,0.91,46.2,125.5,Fall,Urban,127.3,85.9,40.8,20.4,10.3,127.3,Unhealthy for Sensitive Groups,Germany,52.52,13.405
2557,2029-12-31,16.8,50.4,11.9,2.1,4567.0,49.7,20.8,1.08,31.9,101.0,Spring,Urban,92.6,73.8,46.9,29.7,12.3,92.6,Moderate,Bosnia and Herzegovina,43.8486,18.3564
2558,2030-01-01,30.0,83.2,18.9,4.5,2857.0,27.1,15.6,1.36,64.2,109.7,Summer,Rural,155.5,78.1,25.6,22.3,15.5,155.5,Unhealthy,Italy,41.6,12.3
2559,2030-01-02,31.6,45.9,20.1,3.9,3435.0,34.7,14.0,0.84,72.5,92.6,Winter,Rural,159.8,69.6,32.7,20.0,9.5,159.8,Unhealthy,United Kingdom,54.0,-1.5
2560,2030-01-03,34.6,47.0,8.6,1.8,4318.0,49.5,18.9,0.49,45.0,118.1,Winter,Rural,124.4,82.2,46.7,27.0,5.6,124.4,Unhealthy for Sensitive Groups,Serbia,44.5,20.2
2561,2030-01-04,24.9,73.1,20.5,5.5,3738.0,46.2,12.0,1.75,76.1,128.5,Spring,Urban,161.6,87.4,43.6,17.1,19.9,161.6,Unhealthy,Belgium,50.8505,4.3488
2562,2030-01-05,30.4,67.1,20.2,0.9,2272.0,50.4,19.3,1.2,35.3,115.4,Winter,Urban,99.8,80.9,47.5,27.6,13.6,99.8,Moderate,Poland,52.2298,21.0118
2563,2030-01-06,25.4,49.7,10.3,1.8,4577.0,48.5,8.7,0.88,51.6,97.6,Fall,Rural,140.6,72.1,45.8,12.4,10.0,140.6,Unhealthy for Sensitive Groups,Italy,41.6,12.3
2564,2030-01-07,31.3,66.1,23.0,2.4,4602.0,36.6,7.4,1.36,85.6,108.7,Winter,Urban,166.5,77.6,34.5,10.6,15.5,166.5,Unhealthy,Hungary,47.4984,19.0408
2565,2030-01-08,25.5,74.7,15.04141700404858,0.4,1287.0,62.0,13.6,1.28,65.3,119.0,Fall,Urban,156.1,82.7,59.5,19.4,14.5,156.1,Unhealthy,Czech Republic,50.088,14.4208
2566,2030-01-09,28.0,59.7,11.9,3.6,3724.0,41.4,2.2,1.15,55.5,100.6,Summer,Rural,151.0,73.6,39.1,3.1,13.1,151.0,Unhealthy,Portugal,38.5,-8.0
2567,2030-01-10,25.0,86.0,17.4,0.7,542.0,9.4,15.4,0.86,63.8,116.0,Winter,Urban,155.3,81.2,8.9,22.0,9.8,155.3,Unhealthy,Austria,48.2085,16.3721
2568,2030-01-11,33.3,42.8,10.7,2.9,4796.0,37.2,6.3,1.2,77.9,107.4,Summer,Rural,162.6,76.9,35.1,9.0,13.6,162.6,Unhealthy,Bosnia and Herzegovina,44.0,17.9
2569,2030-01-12,34.3,66.9,16.3,5.3,3442.0,35.3,16.4,1.33,38.3,128.4,Fall,Rural,107.9,87.3,33.3,23.4,15.1,107.9,Unhealthy for Sensitive Groups,Poland,52.0,20.5
2570,2030-01-13,28.8,71.7,16.2,0.2,4821.0,48.0,15.9,0.48,79.8,114.0,Winter,Rural,163.5,80.2,45.3,22.7,5.5,163.5,Unhealthy,Czech Republic,49.8,14.2
2571,2030-01-14,30.2,68.9,14.1,3.0,4405.0,35.5,14.7,1.07,52.6,90.0,Fall,Urban,143.1,68.3,33.5,21.0,12.2,143.1,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
2572,2030-01-15,22.8,58.0,19.2,3.1,3910.0,51.0,17.2,1.09,70.6,128.1,Fall,Urban,158.8,87.2,48.1,24.6,12.4,158.8,Unhealthy,Austria,48.2085,16.3721
2573,2030-01-16,28.5,57.1,13.9,0.3,1858.0,45.6,16.0,1.08,50.8,109.2,Summer,Rural,138.7,77.8,43.0,22.9,12.3,138.7,Unhealthy for Sensitive Groups,France,49.2,0.5
2574,2030-01-17,29.7,64.4,16.2,4.7,1704.0,30.0,13.5,1.01,85.3,97.2,Summer,Rural,166.4,71.9,28.3,19.3,11.5,166.4,Unhealthy,Austria,47.5,11.5
2575,2030-01-18,43.1,68.2,20.7,1.4,4104.0,38.6,24.2,1.36,59.5,72.9,Summer,Urban,153.1,59.9,36.4,34.6,15.5,153.1,Unhealthy,Germany,52.52,13.405
2576,2030-01-19,24.4,66.0,15.04141700404858,1.2,3493.0,32.2,17.0,0.94,40.1,104.6,Fall,Rural,112.3,75.5,30.4,24.3,10.7,112.3,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
2577,2030-01-20,37.3,70.4,18.9,6.2,2741.0,41.8,18.9,1.0,67.1,136.7,Fall,Rural,157.0,91.4,39.4,27.0,11.4,157.0,Unhealthy,France,49.2,0.5
2578,2030-01-21,35.0,49.8,9.3,3.0,1037.0,32.2,20.4,1.09,79.5,45.4,Summer,Urban,163.4,42.0,30.4,29.1,12.4,163.4,Unhealthy,Netherlands,52.374,4.8897
2579,2030-01-22,31.4,57.7,17.6,3.9,4511.0,40.7,18.3,0.95,77.8,46.2,Fall,Urban,162.5,42.8,38.4,26.1,10.8,162.5,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
2580,2030-01-23,38.8,50.6,10.6,4.7,4368.0,37.3,25.3,0.58,61.4,115.3,Summer,Rural,154.0,80.8,35.2,36.1,6.6,154.0,Unhealthy,France,49.2,0.5
2581,2030-01-24,31.9,56.1,8.6,0.7,2764.911133603239,38.5,15.8,1.06,72.2,104.7,Spring,Urban,159.6,75.6,36.3,22.6,12.0,159.6,Unhealthy,Czech Republic,50.088,14.4208
2582,2030-01-25,31.9,70.2,14.6,4.5,1850.0,60.5,15.0,1.07,53.7,113.4,Winter,Urban,145.8,79.9,57.9,21.4,12.2,145.8,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
2583,2030-01-26,29.7,61.1,10.5,1.0,1444.0,36.4,11.8,0.89,68.9,89.5,Spring,Rural,157.9,68.1,34.3,16.9,10.1,157.9,Unhealthy,Netherlands,53.1,5.5
2584,2030-01-27,36.1,86.1,19.0,0.9,2764.911133603239,20.7,13.7,0.96,65.4,57.2,Fall,Rural,156.1,52.1,19.5,19.6,10.9,156.1,Unhealthy,Germany,48.8,11.5
2585,2030-01-28,35.5,61.9,19.1,1.5,2323.0,50.2,11.3,0.05,16.6,83.4,Winter,Urban,60.5,65.1,47.4,16.1,0.6,65.1,Moderate,Spain,40.4165,-3.7026
2586,2030-01-29,26.9,60.6,5.5,0.8,2764.911133603239,50.1,18.4,1.36,45.0,131.2,Fall,Urban,124.4,88.7,47.3,26.3,15.5,124.4,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
2587,2030-01-30,23.4,61.1,10.9,3.6,4398.0,20.2,10.4,1.27,63.1,91.0,Fall,Urban,154.9,68.8,19.1,14.9,14.4,154.9,Unhealthy,Belgium,50.8505,4.3488
2588,2030-01-31,29.0,53.6,7.7,2.5,3987.0,33.0,15.4,0.6,62.5,91.1,Winter,Urban,154.6,68.9,31.1,22.0,6.8,154.6,Unhealthy,Italy,41.8919,12.5113
2589,2030-02-01,26.0,59.4,12.7,1.0,4706.0,44.4,17.8,0.8,59.6,47.4,Fall,Urban,153.1,43.9,41.9,25.4,9.1,153.1,Unhealthy,Bulgaria,42.6975,23.3242
2590,2030-02-02,29.7,71.3,17.3,3.3,4807.0,45.2,15.8,1.43,61.3,63.9,Fall,Urban,154.0,55.4,42.6,22.6,16.2,154.0,Unhealthy,Germany,52.52,13.405
2591,2030-02-03,36.2,61.1,13.8,1.4,1350.0,40.0,10.5,0.65,78.1,122.2,Fall,Urban,162.7,84.3,37.7,15.0,7.4,162.7,Unhealthy,Germany,52.52,13.405
2592,2030-02-04,27.7,52.1,12.1,1.3,3425.0,40.2,18.5,1.14,65.3,94.8,Summer,Rural,156.1,70.7,37.9,26.4,13.0,156.1,Unhealthy,Belgium,51.0,4.0
2593,2030-02-05,29.8,50.7,21.5,2.1,1495.0,30.6,14.6,0.85,25.0,119.8,Fall,Rural,78.1,83.1,28.9,20.9,9.7,83.1,Moderate,Sweden,60.0,17.0
2594,2030-02-06,30.3,55.5,3.5,2.9,2764.911133603239,16.0,0.6,1.12,89.2,84.9,Winter,Urban,168.4,65.8,15.1,0.9,12.7,168.4,Unhealthy,Serbia,44.804,20.4651
2595,2030-02-07,34.2,60.7,21.2,2.8,2037.0,60.5,10.1,1.02,31.4,70.6,Spring,Rural,91.6,58.7,57.9,14.4,11.6,91.6,Moderate,Austria,47.5,11.5
2596,2030-02-08,18.8,71.9,12.3,1.3,3477.0,30.3,22.0,0.92,74.4,94.8,Winter,Urban,160.8,70.7,28.6,31.4,10.5,160.8,Unhealthy,France,48.8534,2.3488
2597,2030-02-09,27.0,46.6,14.6,3.7,3228.0,41.8,22.4,1.12,36.5,88.5,Winter,Urban,103.5,67.6,39.4,32.0,12.7,103.5,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
2598,2030-02-10,31.1,56.8,12.4,1.6,4846.0,38.4,17.6,0.85,81.4,83.3,Spring,Urban,164.4,65.0,36.2,25.1,9.7,164.4,Unhealthy,Czech Republic,50.088,14.4208
2599,2030-02-11,36.0,61.4,22.7,0.7,2866.0,49.0,18.9,0.46,55.8,83.9,Fall,Rural,151.2,65.3,46.2,27.0,5.2,151.2,Unhealthy,United Kingdom,54.0,-1.5
2600,2030-02-12,27.5,41.7,15.04141700404858,0.9,2736.0,41.1,11.1,0.72,65.8,97.3,Spring,Rural,156.3,71.9,38.8,15.9,8.2,156.3,Unhealthy,Poland,52.0,20.5
2601,2030-02-13,20.6,51.7,15.1,4.0,4375.0,41.5,13.7,0.69,30.2,90.2,Spring,Rural,89.1,68.4,39.2,19.6,7.8,89.1,Moderate,Hungary,47.2,18.8
2602,2030-02-14,33.1,53.2,17.6,2.0,3594.0,13.7,21.2,0.52,70.9,81.4,Summer,Urban,159.0,64.1,12.9,30.3,5.9,159.0,Unhealthy,Serbia,44.804,20.4651
2603,2030-02-15,26.8,52.0,6.9,2.4,4101.0,31.7,17.1,1.11,66.2,136.1,Summer,Urban,156.5,91.1,29.9,24.4,12.6,156.5,Unhealthy,Hungary,47.4984,19.0408
2604,2030-02-16,24.1,61.9,10.4,4.1,4674.0,47.4,15.3,0.95,69.3,109.2,Winter,Rural,158.1,77.8,44.7,21.9,10.8,158.1,Unhealthy,Portugal,38.5,-8.0
2605,2030-02-17,26.9,58.4,14.3,1.0,1423.0,46.5,14.1,1.11,74.2,103.2,Winter,Urban,160.7,74.9,43.9,20.1,12.6,160.7,Unhealthy,North Macedonia,41.9965,21.4314
2606,2030-02-18,29.1,54.4,10.6,0.7,1118.0,30.5,20.9,1.16,62.7,98.7,Summer,Urban,154.7,72.6,28.8,29.9,13.2,154.7,Unhealthy,United Kingdom,51.5074,-0.1278
2607,2030-02-19,27.0,64.3,10.9,2.1,4900.0,24.2,20.6,1.23,56.8,113.3,Spring,Urban,151.7,79.9,22.8,29.4,14.0,151.7,Unhealthy,Denmark,55.6759,12.5655
2608,2030-02-20,19.0,77.2,13.3,2.6,3762.0,41.3,18.2,1.12,47.8,110.6,Spring,Urban,131.3,78.5,39.0,26.0,12.7,131.3,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
2609,2030-02-21,34.5,76.4,18.2,1.5,3803.0,10.9,15.3,0.71,53.4,79.3,Spring,Rural,145.1,63.0,10.3,21.9,8.1,145.1,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
2610,2030-02-22,36.4,40.8,13.3,4.9,3101.0,28.5,13.2,1.17,78.1,69.4,Fall,Rural,162.7,58.1,26.9,18.9,13.3,162.7,Unhealthy,Finland,61.0,24.0
2611,2030-02-23,33.3,65.8,20.4,3.0,1547.0,57.6,18.5,1.07,47.4,54.5,Summer,Rural,130.3,,54.8,26.4,12.2,130.3,Unhealthy for Sensitive Groups,Poland,52.0,20.5
2612,2030-02-24,24.3,58.2,10.0,4.2,2198.0,54.5,9.5,1.66,32.4,135.8,Fall,Urban,93.7,91.0,51.5,13.6,18.9,93.7,Moderate,Romania,44.4323,26.1063
2613,2030-02-25,29.0,61.6,8.7,3.6,2730.0,44.9,10.5,1.0,45.2,91.1,Spring,Rural,124.9,68.9,42.4,15.0,11.4,124.9,Unhealthy for Sensitive Groups,Italy,41.6,12.3
2614,2030-02-26,30.0,56.0,24.6,2.9,2368.0,43.1,7.7,1.11,69.1,111.8,Fall,Rural,158.0,79.1,40.7,11.0,12.6,158.0,Unhealthy,Germany,48.8,11.5
2615,2030-02-27,33.0,61.2,11.7,4.7,2764.911133603239,20.5,21.2,0.97,55.5,104.0,Winter,Rural,151.0,75.3,19.3,30.3,11.0,151.0,Unhealthy,Bosnia and Herzegovina,44.0,17.9
2616,2030-02-28,33.3,61.5,8.4,4.6,582.0,32.6,11.4,1.01,69.1,118.3,Summer,Rural,158.0,82.3,30.8,16.3,11.5,158.0,Unhealthy,Italy,41.6,12.3
2617,2030-03-01,26.3,54.2,15.04141700404858,0.1,592.0,37.0,17.0,0.99,30.0,98.7,Spring,Urban,88.6,72.6,34.9,24.3,11.2,88.6,Moderate,Denmark,55.6759,12.5655
2618,2030-03-02,30.4,51.0,20.4,1.0,3656.0,32.8,14.4,0.87,15.3,73.4,Winter,Urban,57.7,60.1,30.9,20.6,9.9,60.1,Moderate,Finland,60.1695,24.9355
2619,2030-03-03,32.3,55.5,13.3,1.7,3548.0,36.5,29.5,1.05,64.0,79.3,Fall,Rural,155.4,63.0,34.4,42.1,11.9,155.4,Unhealthy,Bulgaria,42.5,23.0
2620,2030-03-04,37.3,62.3,13.7,2.8,1967.0,53.0,17.2,1.19,75.1,93.0,Winter,Rural,161.1,69.8,50.0,24.6,13.5,161.1,Unhealthy,Sweden,60.0,17.0
2621,2030-03-05,33.5,66.0,14.2,3.3,2524.0,34.6,5.7,0.87,34.3,68.3,Spring,Urban,97.7,57.6,32.6,8.1,9.9,97.7,Moderate,Hungary,47.4984,19.0408
2622,2030-03-06,33.9,68.5,20.1,3.8,4317.0,36.6,20.9,1.25,67.9,82.9,Summer,Rural,157.4,64.8,34.5,29.9,14.2,157.4,Unhealthy,Denmark,55.5,12.0
2623,2030-03-07,30.4,55.1,14.1,3.6,3198.0,47.4,13.1,1.21,77.9,76.0,Summer,Rural,162.6,61.4,44.7,18.7,13.8,162.6,Unhealthy,Hungary,47.2,18.8
2624,2030-03-08,37.1,62.8,26.7,2.5,1291.0,25.8,14.0,0.74,59.9,93.4,Spring,Rural,153.3,70.0,24.3,20.0,8.4,153.3,Unhealthy,Czech Republic,49.8,14.2
2625,2030-03-09,32.0,69.6,15.7,2.8,975.0,31.6,11.6,0.71,73.5,90.1,Summer,Rural,160.3,68.4,29.8,16.6,8.1,160.3,Unhealthy,Germany,48.8,11.5
2626,2030-03-10,25.7,71.7,20.3,0.2,2764.911133603239,32.6,16.0,1.13,62.9,102.4,Winter,Urban,154.8,74.5,30.8,22.9,12.8,154.8,Unhealthy,Czech Republic,50.088,14.4208
2627,2030-03-11,37.0,59.4,19.0,0.5,730.0,40.6,15.9,0.82,56.1,117.1,Spring,Rural,151.3,81.7,38.3,22.7,9.3,151.3,Unhealthy,Italy,41.6,12.3
2628,2030-03-12,33.5,57.8,14.8,3.8,2086.0,36.6,11.8,0.69,72.3,95.1,Fall,Urban,159.7,70.8,34.5,16.9,7.8,159.7,Unhealthy,Sweden,59.3293,18.0686
2629,2030-03-13,27.8,61.9,12.1,3.7,2274.0,36.9,12.5,1.52,88.7,70.0,Summer,Urban,168.1,58.4,34.8,17.9,17.3,168.1,Unhealthy,Serbia,44.804,20.4651
2630,2030-03-14,27.6,48.5,16.7,3.4,3590.0,33.4,15.5,0.71,51.6,59.0,Fall,Urban,140.6,53.0,31.5,22.1,8.1,140.6,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
2631,2030-03-15,31.5,58.1,17.6,1.0,2756.0,29.3,3.3,0.54,58.7,103.2,Summer,Urban,152.7,74.9,27.6,4.7,6.1,152.7,Unhealthy,Spain,40.4165,-3.7026
2632,2030-03-16,32.3,67.4,12.1,3.8,4470.0,46.1,7.8,0.76,45.1,86.7,Summer,Urban,124.6,66.7,43.5,11.1,8.6,124.6,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
2633,2030-03-17,31.0,66.4,15.8,0.3,4726.0,36.6,23.3,1.07,62.3,96.9,Spring,Urban,154.5,71.7,34.5,33.3,12.2,154.5,Unhealthy,Poland,52.2298,21.0118
2634,2030-03-18,31.6,57.3,21.2,4.2,883.0,46.2,16.6,1.02,57.7,106.6,Spring,Urban,152.1,76.5,43.6,23.7,11.6,152.1,Unhealthy,France,48.8534,2.3488
2635,2030-03-19,38.5,62.2,25.3,1.5,3663.0,28.9,12.4,1.57,77.4,128.9,Winter,Rural,162.3,87.6,27.3,17.7,17.8,162.3,Unhealthy,Czech Republic,49.8,14.2
2636,2030-03-20,35.4,51.8,19.3,5.4,2909.0,33.3,6.5,0.77,81.3,65.0,Fall,Rural,164.3,55.9,31.4,9.3,8.8,164.3,Unhealthy,Sweden,60.0,17.0
2637,2030-03-21,31.0,67.0,24.3,1.0,1260.0,37.8,14.7,1.07,71.8,79.8,Fall,Urban,159.4,63.3,35.7,21.0,12.2,159.4,Unhealthy,Germany,52.52,13.405
2638,2030-03-22,34.7,59.2,11.9,5.5,4452.0,38.7,19.9,1.34,75.7,98.3,Spring,Rural,161.4,72.4,36.5,28.4,15.2,161.4,Unhealthy,Belgium,51.0,4.0
2639,2030-03-23,24.8,57.2,18.5,1.3,1442.0,47.5,28.2,0.8,49.4,77.2,Spring,Urban,135.2,62.0,44.8,40.3,9.1,135.2,Unhealthy for Sensitive Groups,Germany,52.52,13.405
2640,2030-03-24,32.0,56.4,21.7,1.2,3195.0,35.7,24.5,1.21,45.7,70.2,Fall,Urban,126.1,58.5,33.7,35.0,13.8,126.1,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
2641,2030-03-25,39.0,59.4,10.5,2.4,1796.0,47.5,10.6,0.45,66.6,126.2,Fall,Urban,156.7,86.2,44.8,15.1,5.1,156.7,Unhealthy,Belgium,50.8505,4.3488
2642,2030-03-26,28.9,55.5,12.6,0.6,2902.0,43.7,12.5,1.53,60.3,79.0,Summer,Rural,153.5,62.9,41.2,17.9,17.4,153.5,Unhealthy,Sweden,60.0,17.0
2643,2030-03-27,25.8,66.6,23.7,1.9,2647.0,38.9,7.6,1.3,90.0,73.8,Summer,Rural,168.8,60.3,36.7,10.9,14.8,168.8,Unhealthy,United Kingdom,54.0,-1.5
2644,2030-03-28,26.7,56.0,10.1,0.5,2139.0,30.5,10.8,0.8,31.2,77.0,Spring,Rural,91.2,61.9,28.8,15.4,9.1,91.2,Moderate,Netherlands,53.1,5.5
2645,2030-03-29,24.6,75.9,15.04141700404858,0.6,4896.0,47.6,13.9,1.25,69.3,121.7,Fall,Urban,158.1,84.0,44.9,19.9,14.2,158.1,Unhealthy,Spain,40.4165,-3.7026
2646,2030-03-30,26.1,74.7,22.6,3.0,1108.0,30.7,13.2,1.39,69.0,86.1,Summer,Urban,158.0,66.4,29.0,18.9,15.8,158.0,Unhealthy,Poland,52.2298,21.0118
2647,2030-03-31,28.1,51.1,21.0,0.2,1381.0,39.8,25.3,0.61,48.6,72.3,Summer,Rural,133.3,59.6,37.5,36.1,6.9,133.3,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
2648,2030-04-01,23.0,60.7,17.2,0.5,2750.0,39.5,8.4,0.82,45.5,83.2,Fall,Urban,125.6,65.0,37.3,12.0,9.3,125.6,Unhealthy for Sensitive Groups,Denmark,55.6759,12.5655
2649,2030-04-02,30.1,53.5,14.8,0.7,3592.0,37.9,14.8,1.4,54.9,99.0,Fall,Urban,148.8,72.8,35.8,21.1,15.9,148.8,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
2650,2030-04-03,34.5,56.7,12.8,1.0,2659.0,36.1,4.7,1.02,35.4,117.8,Spring,Urban,100.0,82.1,34.1,6.7,11.6,100.0,Moderate,Sweden,59.3293,18.0686
2651,2030-04-04,25.5,80.0,16.4,4.6,2764.911133603239,31.8,16.7,1.13,81.9,116.2,Fall,Urban,164.6,81.3,30.0,23.9,12.8,164.6,Unhealthy,Poland,52.2298,21.0118
2652,2030-04-05,37.6,56.9,22.9,0.3,3501.0,23.8,8.3,1.02,100.5,84.4,Spring,Rural,174.2,65.6,22.5,11.9,11.6,174.2,Unhealthy,Belgium,51.0,4.0
2653,2030-04-06,32.6,63.6,16.2,0.5,2494.0,54.0,20.5,1.27,54.9,89.4,Summer,Urban,148.8,68.0,51.0,29.3,14.4,148.8,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2654,2030-04-07,35.2,65.4,25.8,2.4,1823.0,35.1,13.5,1.15,50.4,142.1,Winter,Urban,137.7,94.1,33.1,19.3,13.1,137.7,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2655,2030-04-08,26.7,50.0,10.5,1.3,4817.0,38.7,8.0,1.03,40.3,119.9,Winter,Rural,112.8,83.1,36.5,11.4,11.7,112.8,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
2656,2030-04-09,34.3,51.4,14.9,6.5,1511.0,38.7,4.5,0.37,43.6,95.0,Fall,Rural,120.9,70.8,36.5,6.4,4.2,120.9,Unhealthy for Sensitive Groups,France,49.2,0.5
2657,2030-04-10,24.5,47.9,13.1,1.7,4538.0,51.0,10.1,1.19,51.2,54.1,Spring,Urban,139.7,,48.1,14.4,13.5,139.7,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
2658,2030-04-11,34.5,51.1,9.6,2.7,1188.0,59.3,16.2,1.22,78.1,90.8,Winter,Rural,162.7,68.7,56.6,23.1,13.9,162.7,Unhealthy,Finland,61.0,24.0
2659,2030-04-12,30.9,31.5,14.2,3.9,4568.0,41.6,17.1,0.63,107.9,73.5,Summer,Rural,178.1,60.2,39.2,24.4,7.2,178.1,Unhealthy,Hungary,47.2,18.8
2660,2030-04-13,32.8,65.4,17.1,3.8,4713.0,38.4,12.5,0.65,49.2,82.7,Summer,Rural,134.7,64.7,36.2,17.9,7.4,134.7,Unhealthy for Sensitive Groups,Poland,52.0,20.5
2661,2030-04-14,24.1,80.5,17.6,2.5,4769.0,28.8,19.6,1.16,46.5,80.7,Spring,Rural,128.1,63.7,27.2,28.0,13.2,128.1,Unhealthy for Sensitive Groups,United Kingdom,54.0,-1.5
2662,2030-04-15,25.5,61.5,25.9,1.7,2764.911133603239,25.6,9.3,1.06,42.5,95.4,Winter,Rural,118.2,71.0,24.2,13.3,12.0,118.2,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
2663,2030-04-16,33.0,45.8,17.3,6.0,3947.0,22.3,0.4,0.41,66.8,101.4,Summer,Urban,156.8,74.0,21.0,0.6,4.7,156.8,Unhealthy,Poland,52.2298,21.0118
2664,2030-04-17,25.3,53.6,15.04141700404858,1.8,2544.0,32.0,16.4,0.75,65.2,85.4,Summer,Rural,156.0,66.0,30.2,23.4,8.5,156.0,Unhealthy,Germany,48.8,11.5
2665,2030-04-18,32.3,55.4,15.3,1.1,940.0,19.1,21.5,1.09,61.5,74.4,Fall,Rural,154.1,60.6,18.0,30.7,12.4,154.1,Unhealthy,Sweden,60.0,17.0
